location_id,date,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,reff_mean,reff_lower,reff_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_hospitalizations,cumulative_deaths_unscaled,daily_deaths_unscaled,daily_cases,population,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,mandates_mean,mandates_upper,mandates_lower,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization,mask_use_mean,mobility_mean
536,1/1/2021,reference,Illinois,16232.36,18106.18,14388.5,23141.26,18689.14,27944.49,2990196.57,2870072.1,3140325.23,177.06,142.98,213.82,137.74,137.73,137.74,18002.44,18001.03,18004.18,6030.74,6030.74,6030.74,0.93,0.84,1.03,0,0,0,2990196.566,2870072.103,3140325.23,0,0,0,16232.35826,14388.49661,18106.18113,23263.56,153.61,969370.5,67668.57,18097.5,119.5,5981.5,13042506.72,1.0777,0,0.7767,1,0.3444,0.3444,0.3444,248347,511,0,4027.07,4280.73,3797.18,808.03,858.93,761.9,406.74,406.74,406.74,0,0,0,406.7442857,406.7442857,406.7442857,36072,2910,0.0079,0.3493,0.0236,0.7767,-39.1567
536,1/2/2021,reference,Illinois,15743.56,17546.32,13823.83,23316.48,18830.64,28156.09,3005940.13,2885259.4,3156750.54,175.22,141.5,211.6,136.31,136.31,136.31,18138.75,18137.33,18140.5,6159.39,6159.39,6159.39,0.9,0.81,0.99,0,0,0,3005940.13,2885259.399,3156750.535,0,0,0,15743.5647,13823.83286,17546.32208,23417.17,153.61,975352,68006.57,18217,119.5,5981.5,13042506.72,1.0647,0,0.7759,1,0.3444,0.3444,0.3444,273149,1552,0,3955.81,4202.53,3732.49,787.5,836.61,743.04,402.89,402.89,402.89,0,0,0,402.8871429,402.8871429,402.8871429,36072,2910,0.008,0.3579,0.0234,0.7759,-39.167
536,1/3/2021,reference,Illinois,15229.5,16991.37,13267.9,23490.05,18970.81,28365.69,3021169.63,2899913.76,3172717.09,173.57,140.17,209.6,135.02,135.02,135.03,18273.77,18272.35,18275.53,6258.67,6258.67,6258.67,0.86,0.78,0.95,0,0,0,3021169.63,2899913.761,3172717.087,0,0,0,15229.49928,13267.89528,16991.3665,23552.15,134.97,979821,68378.57,18322,105,4469,13042506.72,1.0667,0,0.7754,1,0.3444,0.3444,0.3444,292550,7990,0,3905.11,4145.07,3684.91,772.72,820.2,729.15,406.53,406.53,406.53,0,0,0,406.53,406.53,406.53,36072,2910,0.008,0.3639,0.0236,0.7754,-38.9787
536,1/4/2021,reference,Illinois,14716.19,16562.36,12910.98,23663.34,19110.75,28574.96,3035885.82,2914102.01,3188187.78,173.29,139.94,209.27,134.81,134.81,134.81,18408.58,18407.16,18410.34,6326.03,6326.03,6326.03,0.83,0.77,0.91,0.845819319,0.742431849,0.955463155,3035884.973,2914101.193,3188186.889,0.845819319,0.742431849,0.955463155,14715.34367,12910.23873,16561.4065,23667.84,115.69,984880,68766.57,18412,90,5059,13042506.72,1.0686,0,0.7752,1,0.3444,0.3444,0.3444,311996,36244,12691.7484,3868.11,4103.55,3646.52,763.5,809.97,719.76,407.6,407.6,407.6,0,0,0,407.6014286,407.6014286,407.6014286,36072,2910,0.0081,0.3676,0.0237,0.7752,-38.6162
536,1/5/2021,reference,Illinois,14245.12,16225.47,12706.66,23844.57,19257.11,28793.82,3050130.94,2928908.55,3203176.99,181.23,146.36,218.86,140.99,140.98,140.99,18549.57,18548.14,18551.34,6614.85,6614.85,6614.85,0.81,0.75,0.88,2.635809021,2.3391346,2.998909474,3050128.301,2928905.792,3203174.211,1.789989703,1.597855511,2.043446318,14243.32816,12705.06612,16223.42157,23860.66,192.82,991719,69195.57,18562,150,6839,13042506.72,1.0706,0,0.7753,1,0.3444,0.3444,0.3444,332770,66341,25383.4968,3839.54,4074.89,3615.11,761.57,808.25,717.05,403.1,403.1,403.1,0,0,0,403.1014286,403.1014286,403.1014286,36072,2910,0.0086,0.3843,0.0234,0.7753,-38.1141
536,1/6/2021,reference,Illinois,13847.74,15743.74,12632.42,24028.56,19405.69,29016.01,3063978.68,2943277.84,3217829.27,183.99,148.58,222.19,143.13,143.13,143.14,18692.7,18691.27,18694.47,6902.78,6902.78,6902.78,0.8,0.75,0.85,5.879960612,5.306662943,6.691428412,3063972.8,2943271.71,3217823.055,3.244151591,2.96099397,3.692518938,13844.49877,12629.45446,15740.0485,24083.04,222.38,999288,69684.57,18735,173,7569,13042506.72,1.0725,0,0.7757,1,0.3444,0.3444,0.3444,340065,79051,38065.3752,3819.5,4057.94,3592.94,766.44,814.28,720.97,407.24,407.24,407.24,0,0,0,407.2442857,407.2442857,407.2442857,36072,2910,0.0089,0.3993,0.0236,0.7757,-37.5178
536,1/7/2021,reference,Illinois,13540.17,15168.96,12520.54,24208.92,19551.34,29233.81,3077518.85,2957089.67,3232220.09,180.36,145.65,217.81,140.31,140.31,140.31,18833.01,18831.57,18834.79,6972.6,6972.6,6972.6,0.8,0.75,0.87,10.51329885,9.602210381,11.88913832,3077508.338,2957078.818,3232208.957,4.633338233,4.287158671,5.197709912,13535.53807,12516.24983,15163.76508,24347.84,264.8,1008045,70084.57,18941,206,8757,13042506.72,1.0745,0,0.7763,1,0.3444,0.3444,0.3444,343019,83577,50744.4336,3800.55,4039.56,3575.36,770.48,818.93,724.82,409.96,409.96,409.96,0,0,0,409.9585714,409.9585714,409.9585714,36072,2910,0.0089,0.4003,0.0235,0.7763,-36.8785
536,1/8/2021,reference,Illinois,13315.32,14688.03,12200.98,24385.43,19693.88,29446.96,3090834.17,2970401.79,3246411.96,176.5,142.54,213.15,137.31,137.31,137.31,18970.32,18968.88,18972.1,6969.67,6969.67,6969.67,0.81,0.74,0.88,16.51466576,15.20165833,18.51942,3090817.657,2970384.939,3246394.416,6.001366919,5.49594325,6.630281676,13309.31867,12195.48886,14681.39804,24562.51,214.67,1017322,70485.57,19108,167,9277,13042506.72,1.0754,0,0.7769,1,0.3444,0.3444,0.3444,356181,96503,63423.492,3782.08,4020.22,3558.66,772.88,821.55,727.23,405.6,405.6,405.6,0,0,0,405.6014286,405.6014286,405.6014286,36072,2910,0.0089,0.3971,0.0231,0.7769,-36.2475
536,1/9/2021,reference,Illinois,13147.8,14342.61,12010.01,24558.63,19833.75,29656.12,3103981.97,2983387.5,3260426.48,173.2,139.87,209.16,134.74,134.73,134.74,19105.06,19103.61,19106.84,6935.39,6935.39,6935.39,0.82,0.76,0.9,23.8805455,22.01875473,26.56903297,3103958.087,2983363.362,3260401.082,7.365879735,6.725544552,8.049612974,13140.43037,12003.28547,14334.5588,24693.63,131.12,1024039,70890.57,19210,102,6717,13042506.72,1.0762,0,0.7777,1,0.3444,0.3444,0.3444,380121,106046,76102.5504,3758.38,3995.82,3536.21,775.09,824.05,729.27,404.74,404.74,404.74,0,0,0,404.7442857,404.7442857,404.7442857,36072,2910,0.0089,0.3924,0.0229,0.7777,-35.6716
536,1/10/2021,reference,Illinois,13023.72,14175.37,11996.8,24725.49,19968.5,29857.63,3117005.69,2996131.34,3274219.84,166.86,134.75,201.51,129.81,129.81,129.81,19234.86,19233.42,19236.66,6799.39,6799.39,6799.39,0.84,0.76,0.93,32.61836756,29.98827111,36.0983975,3116973.068,2996098.651,3274185.186,8.737822066,8.042402083,9.529364523,13014.98102,11988.75768,14165.84291,24800.32,106.69,1028750,71233.57,19293,83,4711,13042506.72,1.0776,0,0.7785,1,0.3444,0.3444,0.3444,405807,114562,88781.6088,3715.95,3950.6,3495.46,773.79,822.65,727.88,398.17,398.17,398.17,0,0,0,398.1728571,398.1728571,398.1728571,36072,2910,0.0088,0.3842,0.0225,0.7785,-35.1848
536,1/11/2021,reference,Illinois,12881.92,14012.47,11866.85,24878.4,20091.99,30042.28,3129887.61,3008771.73,3287789.83,152.91,123.48,184.65,118.95,118.95,118.96,19353.82,19352.36,19355.62,6527.1,6527.1,6527.1,0.86,0.78,0.94,42.70185046,39.29881796,47.08810638,3129844.905,3008729.141,3287744.537,10.0834829,9.273252085,10.98970888,12871.83687,11857.57995,14001.48001,24890.31,89.98,1033526,71589.57,19363,70,4776,13042506.72,1.079,0,0.7795,1,0.3444,0.3444,0.3444,434028,117331,101460.6672,3689.64,3922.64,3467.13,768.39,816.91,722.05,390.39,390.39,390.39,0,0,0,390.3871429,390.3871429,390.3871429,36072,2910,0.0083,0.3717,0.0222,0.7795,-34.8
536,1/12/2021,reference,Illinois,12667.44,13779.46,11502.21,25020.56,20206.8,30213.96,3142555.04,3021007.55,3301063.38,142.16,114.81,171.68,110.6,110.59,110.6,19464.41,19462.96,19466.22,6188.53,6188.53,6188.53,0.87,0.81,0.93,54.05046905,49.80457606,59.45842614,3142500.992,3020955.237,3301006.188,11.34861858,10.28386404,12.37031976,12656.08699,11491.92623,13767.09211,25062.56,172.25,1040168,72038.57,19497,134,6642,13042506.72,1.0804,0,0.7808,1,0.3444,0.3444,0.3444,461759,118962,114139.7256,3663.12,3896.54,3436.47,760.13,808.57,713.1,389.53,389.53,389.53,0,0,0,389.53,389.53,389.53,36072,2910,0.0079,0.358,0.0225,0.7808,-34.512
536,1/13/2021,reference,Illinois,12381.31,13623,11002.75,25165.21,20323.6,30388.63,3154936.35,3032670.08,3313924.21,144.64,116.81,174.67,112.52,112.52,112.53,19576.94,19575.48,19578.75,5902.17,5902.17,5902.17,0.88,0.82,0.94,66.55968722,60.92045455,73.21626099,3154869.791,3032607.535,3313854.015,12.50921818,11.09234644,13.78392298,12368.79876,10991.65377,13609.22101,25216.81,154.25,1046030,72415.57,19617,120,5862,13042506.72,1.0818,0,0.7822,1,0.3444,0.3444,0.3444,474621,120383,126818.784,3632.01,3867.03,3401.72,754.78,803.63,706.93,384.24,384.24,384.24,0,0,0,384.2442857,384.2442857,384.2442857,36072,2910,0.0082,0.3491,0.0227,0.7822,-34.3073
536,1/14/2021,reference,Illinois,12021.02,13382.36,10574.4,25309.12,20439.82,30562.42,3166957.37,3043913.07,3326329.99,143.91,116.22,173.79,111.95,111.95,111.96,19688.89,19687.42,19690.7,5764.82,5764.82,5764.82,0.87,0.82,0.94,79.9538964,72.89073684,88.16017669,3166877.414,3043837.997,3326245.963,13.39420917,11.7672817,14.94391569,12007.6234,10562.6297,13367.41273,25354.36,137.54,1052682,72818.57,19724,107,6652,13042506.72,1.0833,0,0.7833,1,0.3444,0.3444,0.3444,478653,121261,129335.352,3611.17,3848.67,3376.63,752.5,801.99,703.63,378.1,378.1,378.1,0.005124787,0.032064193,0,378.0963038,378.1014286,378.0693644,36072,2910,0.0082,0.3499,0.0229,0.7833,-34.1695
536,1/15/2021,reference,Illinois,11614.06,13125.15,10281.69,25447.98,20551.96,30730.11,3178571.43,3054888.24,3338263.33,138.86,112.14,167.69,108.02,108.02,108.03,19796.91,19795.44,19798.73,5626.24,5626.24,5626.24,0.86,0.81,0.93,93.57170411,84.93621405,103.5847597,3178477.854,3054800.3,3338165.294,13.61780772,12.03571871,15.42458306,11600.43927,10269.66509,13109.72298,25545.89,191.53,1059324,73204.57,19873,149,6642,13042506.72,1.084,0,0.7845,1,0.3444,0.3444,0.3444,498869,127793,140067.708,3600.11,3840.43,3359.86,751.75,801.93,701.58,371.1,371.1,371.1,0.013804197,0.043203609,0,371.0876244,371.1014286,371.058225,36072,2910,0.008,0.3514,0.0232,0.7845,-34.0831
536,1/16/2021,reference,Illinois,11198.85,12781.79,9974.64,25577.56,20656.61,30886.6,3189770.27,3065464.4,3349758.94,129.59,104.65,156.49,100.81,100.81,100.81,19897.72,19896.25,19899.55,5360.89,5360.89,5360.89,0.84,0.8,0.92,107.770888,97.52709131,119.7552266,3189662.5,3065363.06,3349646.311,14.19918393,12.61991907,16.23199552,11184.64688,9962.024959,12765.55429,25734.85,188.96,1064667,73550.57,20020,147,5343,13042506.72,1.0844,0,0.7857,1,0.3444,0.3444,0.3444,527534,138205,154056.036,3581.7,3824.55,3337.24,747.02,797.67,696.04,359.39,359.39,359.39,0.026850551,0.078307221,0,359.3602923,359.3871429,359.3088356,36072,2910,0.0075,0.3456,0.0232,0.7857,-34.0372
536,1/17/2021,reference,Illinois,10788.66,12183.1,9530.9,25699.16,20754.81,31033.44,3200558.94,3075459.74,3360888.5,121.6,98.2,146.84,94.6,94.59,94.6,19992.32,19990.84,19994.15,5120.6,5120.6,5120.6,0.82,0.78,0.89,122.7884635,110.8533115,136.6949052,3200436.147,3075344.484,3360760.366,15.01757543,13.2358444,16.98453756,10773.64704,9517.661565,12166.11657,25773.42,38.56,1068829,73866.57,20050,30,4162,13042506.72,1.0853,0,0.7869,1,0.3444,0.3444,0.3444,563188,148975,164998.2,3544.24,3789.39,3301.26,734.85,785.68,684.47,350.53,350.53,350.53,0.049886577,0.111795213,0,350.4801134,350.53,350.4182048,36072,2910,0.0071,0.3417,0.0234,0.7869,-34.0278
536,1/18/2021,reference,Illinois,10414.06,11629.42,9267.58,25824.71,20856.2,31185.05,3210972.99,3084971.32,3371669.49,125.55,101.39,151.61,97.67,97.66,97.67,20089.98,20088.5,20091.82,4926.82,4926.82,4926.82,0.8,0.76,0.87,138.4594847,124.7754572,154.2364652,3210834.535,3084841.759,3371525.116,15.67102127,13.92214572,17.54156,10398.38795,9253.657829,11611.88216,25860.83,87.41,1072214,74151.57,20118,68,3385,13042506.72,1.0862,0,0.7878,1,0.3444,0.3444,0.3444,607360,155854,175965.744,3488.68,3734.69,3252.88,721.85,772.76,673.06,342.82,342.82,342.82,0.075740866,0.144016736,0.028899633,342.7399734,342.7868147,342.6716975,36072,2910,0.0073,0.3404,0.0237,0.7878,-34.054
536,1/19/2021,reference,Illinois,10082.18,11290.07,8985.14,25949.61,20957.07,31335.88,3221055.17,3094267.81,3382088.12,124.9,100.87,150.83,97.17,97.16,97.17,20187.15,20185.66,20188.99,4835.89,4835.89,4835.89,0.79,0.74,0.84,154.7439026,139.2894344,172.5172049,3220900.427,3094123.24,3381926.902,16.2844179,14.47387278,18.28073972,10065.89115,8970.670311,11271.78873,25905.82,44.99,1076532,74507.57,20153,35,4318,13042506.72,1.0872,0,0.789,1,0.2222,0.2222,0.2222,653152,159685,187682.28,3420.19,3661.48,3193.55,705.63,755.41,658.87,336.32,336.32,336.32,0.104446235,0.175724664,0.039069786,336.2112681,336.2766445,336.1399896,36072,2910,0.0072,0.3448,0.024,0.789,-34.1185
536,1/20/2021,reference,Illinois,9763.79,10985.45,8839.72,26067.72,21052.45,31478.51,3230818.96,3103381.22,3392179.93,118.11,95.38,142.63,91.88,91.88,91.89,20279.03,20277.54,20280.88,4850.82,4850.82,4850.82,0.78,0.73,0.82,171.5574943,154.4914273,191.4339904,3230647.404,3103220.959,3392001.322,16.81359169,15.18401856,18.95261358,9746.976955,8824.53735,10966.49488,26075.5,169.68,1081354,74853.57,20285,132,4822,13042506.72,1.0881,0,0.7902,1,0.2222,0.2222,0.2222,671337,164390,191796.66,3355.49,3588.13,3135.7,684.43,731.88,639.6,330.96,330.96,330.96,0.136296965,0.207010621,0.071857845,330.8222745,330.8867136,330.7515608,36072,2910,0.0068,0.3547,0.0242,0.7902,-34.2279
536,1/21/2021,reference,Illinois,9484.26,10639.8,8684.55,26182.98,21145.53,31617.7,3240303.22,3112161.76,3402004.17,115.26,93.08,139.19,89.67,89.66,89.67,20368.7,20367.2,20370.55,4775.03,4775.03,4775.03,0.78,0.73,0.83,188.476322,170.0462821,210.3389978,3240114.741,3111985.844,3401808.019,16.91882767,15.47558003,19.01623557,9467.337229,8669.074883,10620.78278,26252.89,177.39,1086333,75179.57,20423,138,4979,13042506.72,1.089,0,0.7914,1,0.2222,0.2222,0.2222,679632,166397,193462.716,3286.96,3513.3,3073.69,663.2,708.86,620.17,323.96,323.96,323.96,0.166476411,0.236426099,0.102887454,323.792095,323.855684,323.7221453,36072,2910,0.0067,0.3556,0.0241,0.7914,-34.3892
536,1/22/2021,reference,Illinois,9255.96,10206.11,8464.5,26298.33,21238.69,31757,3249559.17,3120657.91,3411589.49,115.35,93.16,139.3,89.74,89.73,89.74,20458.43,20456.93,20460.29,4681.39,4681.39,4681.39,0.78,0.73,0.84,205.3830249,185.7585811,229.0302756,3249353.791,3120466.485,3411375.814,16.90670289,15.43261566,18.69127783,9239.049826,8449.066331,10187.4168,26395.58,142.69,1093375,75551.57,20534,111,7042,13042506.72,1.0894,0,0.7926,1,0.2222,0.2222,0.2222,708345,180281,200886.084,3210.64,3431.62,3008.34,641.7,685.87,601.27,319.53,319.53,319.53,0.197081062,0.266865299,0.133727291,319.3329189,319.3962727,319.2631347,36072,2910,0.0066,0.3536,0.0241,0.7926,-34.6053
536,1/23/2021,reference,Illinois,9050.7,9874.99,8257.67,26420.11,21337.04,31904.06,3258609.87,3129042.73,3420958.89,121.78,98.35,147.06,94.74,94.73,94.74,20553.17,20551.67,20555.03,4603.39,4603.39,4603.39,0.79,0.73,0.86,222.6390458,201.8298108,247.9072789,3258387.235,3128835.318,3420727.325,17.25602087,15.72686542,18.87700331,9033.444802,8241.94417,9856.111747,26538.26,142.69,1098527,75836.57,20645,111,5152,13042506.72,1.0896,0,0.7936,1,0.2222,0.2222,0.2222,746662,201916,214388.244,3129.02,3339.84,2940.19,624.42,666.49,586.74,316.67,316.67,316.67,0.228224341,0.298206221,0.164751339,316.4446328,316.5081058,316.3746509,36072,2910,0.007,0.3518,0.0242,0.7936,-34.8698
536,1/24/2021,reference,Illinois,8865.35,9596.62,8175.06,26545.38,21438.2,32055.34,3267475.22,3137335.75,3430113.25,125.27,101.17,151.28,97.45,97.45,97.46,20650.62,20649.12,20652.49,4480.39,4480.39,4480.39,0.8,0.73,0.87,240.6681124,218.2258444,267.4650183,3267234.554,3137111.49,3429863.048,18.02906668,16.60831216,19.55813989,8847.318649,8158.454416,9577.059514,26583.25,44.99,1101819,76115.57,20680,35,3292,13042506.72,1.09,0,0.7945,1,0.2222,0.2222,0.2222,792029,222814,228875.148,3071.16,3271.64,2891.45,612.67,652.66,576.82,313.1,313.1,313.1,0.257875833,0.324707892,0.195016054,312.8435527,312.9064125,312.7767207,36072,2910,0.0071,0.3458,0.0242,0.7945,-35.1641
536,1/25/2021,reference,Illinois,8690.43,9503.41,7948.02,26666.16,21535.73,32201.18,3276165.65,3145460.66,3439033.62,120.77,97.53,145.84,93.95,93.95,93.96,20744.58,20743.06,20746.45,4347.6,4347.6,4347.6,0.82,0.74,0.87,259.6072232,235.5657602,288.0029106,3275906.045,3145218.702,3438763.964,18.93911076,17.27838801,20.74629039,8671.491079,7930.738427,9482.659045,26665.52,82.27,1104763,76375.57,20744,64,2944,13042506.72,1.0904,0,0.7953,1,0.1667,0.1667,0.1667,848817,240880,244791.792,3020.89,3213.69,2846.51,606.68,645.4,571.66,309.24,309.24,309.24,0.283883253,0.336820378,0.224707019,308.9604025,309.0195787,308.9074653,36072,2910,0.0068,0.3396,0.0242,0.7953,-35.4565
536,1/26/2021,reference,Illinois,8500.23,9361.17,7701.32,26782.15,21629.41,32341.26,3284665.88,3153383.13,3447700.45,116,93.68,140.08,90.24,90.23,90.24,20834.81,20833.3,20836.69,4085.17,4085.17,4085.17,0.83,0.76,0.89,279.466642,253.6870858,309.6080415,3284386.411,3153122.671,3447410.523,19.85941881,17.94749683,21.90759019,8480.366333,7683.367555,9339.257436,26805.64,140.11,1108430,76716.57,20853,109,3667,13042506.72,1.0908,0,0.7958,1,0.1667,0.1667,0.1667,906924,253231,260432.076,2960.35,3144.23,2793.62,595.82,632.83,562.27,302.53,302.53,302.53,0.304634775,0.356095456,0.251457867,302.2253652,302.2785421,302.1739045,36072,2910,0.0066,0.3252,0.0241,0.7958,-35.7103
536,1/27/2021,reference,Illinois,8272.8,9183.86,7397.04,26890.53,21716.93,32472.13,3292938.68,3161114.03,3456090.69,108.38,87.52,130.87,84.31,84.31,84.31,20919.12,20917.6,20921.01,3749.96,3749.96,3749.96,0.83,0.78,0.9,300.0361803,272.2879327,332.0468659,3292638.644,3160834.363,3455779.887,20.56953833,18.34612518,22.87398544,8252.232954,7378.696672,9160.983238,26929.04,123.4,1112181,77027.57,20949,96,3751,13042506.72,1.0912,0,0.7959,1,0.1667,0.1667,0.1667,934487,260117,267686.244,2890.89,3064.1,2732.68,580.98,615.79,549.19,295.24,295.24,295.24,0.324246411,0.381527102,0.276715958,294.9200393,294.9675698,294.8627586,36072,2910,0.0063,0.3067,0.0241,0.7959,-35.8952
536,1/28/2021,reference,Illinois,8007.51,9005.31,7108.67,26995.32,21801.56,32598.68,3300946.19,3168627.69,3464195.51,104.79,84.63,126.55,81.52,81.52,81.53,21000.65,20999.12,21002.54,3559.17,3559.17,3559.17,0.83,0.78,0.89,320.7143328,290.6070195,355.1064213,3300625.476,3168328.63,3463863.75,20.67815246,18.32256587,23.2955729,7986.831264,7090.339993,8982.018896,27089.72,160.68,1116372,77334.57,21074,125,4191,13042506.72,1.0916,0,0.7959,1,0.1667,0.1667,0.1667,944993,262713,269960.292,2828.2,2993.49,2676.06,567.56,600.73,537.03,289.74,289.74,289.74,0.343480485,0.404455681,0.299016863,289.4008052,289.4452689,289.33983,36072,2910,0.0062,0.301,0.0245,0.7959,-35.9939
536,1/29/2021,reference,Illinois,7740.44,8750.57,6919.62,27096.54,21883.3,32720.9,3308686.63,3175887.24,3472019.93,101.21,81.74,122.22,78.74,78.73,78.74,21079.38,21077.86,21081.28,3452.32,3452.32,3452.32,0.82,0.78,0.87,341.1912975,308.8948311,378.1850314,3308345.441,3175568.982,3471667.458,20.47696471,18.27190049,23.20399074,7719.965276,6901.344289,8727.340518,27182.28,92.55,1120528,77631.57,21146,72,4156,13042506.72,1.0918,0,0.7958,1,0.1667,0.1667,0.1667,982444,279025,281362.116,2780.78,2942.8,2631.41,558.83,591.39,528.82,283.1,283.1,283.1,0.361587776,0.423927826,0.306762043,282.7398408,282.7946665,282.6775007,36072,2910,0.0061,0.3024,0.0248,0.7958,-36.0036
536,1/30/2021,reference,Illinois,7492.36,8499.05,6800.87,27189.49,21958.37,32833.15,3316178.99,3182946.14,3479589.25,92.95,75.07,112.25,72.31,72.31,72.31,21151.69,21150.16,21153.59,3309.82,3309.82,3309.82,0.82,0.78,0.88,361.8753031,327.7255022,401.4675232,3315817.112,3182608.414,3479215.857,20.68400558,18.74471959,23.49591299,7471.671366,6782.126904,8475.552324,27268.4,86.13,1123873,77889.57,21213,67,3345,13042506.72,1.0918,0,0.7955,1,0.1667,0.1667,0.1667,1036564,301335,297529.176,2742.02,2904.23,2593.27,551.39,584.01,521.48,275.03,275.03,275.03,0.379372043,0.438507008,0.322030661,274.650628,274.7079693,274.591493,36072,2910,0.0058,0.3004,0.025,0.7955,-35.9352
536,1/31/2021,reference,Illinois,7266.5,8146.58,6702.26,27277.11,22029.13,32938.96,3323445.49,3189821.6,3486945.33,87.62,70.77,105.81,68.17,68.16,68.17,21219.86,21218.32,21221.77,3181.24,3181.24,3181.24,0.81,0.77,0.87,383.1313476,347.4327196,425.1388999,3323062.358,3189463.776,3486550.405,21.25604453,19.57272594,23.8626185,7245.245807,6682.686664,8122.714244,27319.82,51.42,1126301,78118.57,21253,40,2428,13042506.72,1.0917,0,0.7951,1,0.1667,0.1667,0.1667,1105428,319321,317638.032,2702.66,2866.47,2554.83,541.18,573.98,511.58,264.82,264.82,264.82,0.390506435,0.436177506,0.340314056,264.4252079,264.4754002,264.3795368,36072,2910,0.0056,0.2996,0.0249,0.7951,-35.8095
